Period,Minutes Remaining,Seconds Remaining,Shot Distance,X Location,Y Location,Shot Made Flag,Game Date,Action Type_Frequency,Team Name_Frequency,Home Team_Frequency,Away Team_Frequency,ShotType_2PT Field Goal,ShotType_3PT Field Goal,ShotZoneBasic_Above the Break 3,ShotZoneBasic_Backcourt,ShotZoneBasic_In The Paint (Non-RA),ShotZoneBasic_Left Corner 3,ShotZoneBasic_Mid-Range,ShotZoneBasic_Restricted Area,ShotZoneBasic_Right Corner 3,ShotZoneArea_Back Court(BC),ShotZoneArea_Center(C),ShotZoneArea_Left Side Center(LC),ShotZoneArea_Left Side(L),ShotZoneArea_Right Side Center(RC),ShotZoneArea_Right Side(R),ShotZoneRange_16-24 ft.,ShotZoneRange_24+ ft.,ShotZoneRange_8-16 ft.,ShotZoneRange_Back Court Shot,ShotZoneRange_Less Than 8 ft.,SeasonType_Playoffs,SeasonType_Regular Season,Game ID_Frequency,Game Event ID_Frequency,Player ID_Frequency
3,11,45,0,0,0,1,20000319,0.12427184466019417,0.040776699029126215,0.04271844660194175,0.04271844660194175,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
4,2,20,23,-232,17,0,20051231,0.5786407766990291,0.036893203883495145,0.03495145631067961,0.04271844660194175,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
1,9,45,28,-52,278,1,20171109,0.5786407766990291,0.04660194174757282,0.031067961165048542,0.04660194174757282,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.005825242718446602,0.003883495145631068
1,3,37,0,7,6,0,20121212,0.12427184466019417,0.021359223300970873,0.04660194174757282,0.036893203883495145,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.003883495145631068
4,8,2,2,17,19,0,20140219,0.015533980582524271,0.015533980582524271,0.009708737864077669,0.02524271844660194,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
3,4,6,13,-16,138,0,20191206,0.009708737864077669,0.027184466019417475,0.03300970873786408,0.04854368932038835,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
4,3,28,23,233,4,1,20011031,0.5786407766990291,0.040776699029126215,0.04660194174757282,0.017475728155339806,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
1,0,55,6,39,58,0,20100326,0.5786407766990291,0.017475728155339806,0.021359223300970873,0.04854368932038835,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.009708737864077669
3,5,40,19,-109,164,1,19971129,0.5786407766990291,0.031067961165048542,0.036893203883495145,0.009708737864077669,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
3,6,53,25,52,245,0,20080229,0.5786407766990291,0.036893203883495145,0.03495145631067961,0.04854368932038835,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.003883495145631068,0.003883495145631068,0.003883495145631068
3,6,7,16,-164,-13,0,20081212,0.015533980582524271,0.03300970873786408,0.04660194174757282,0.04271844660194175,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.005825242718446602,0.003883495145631068
4,4,7,26,3,263,0,20061107,0.5786407766990291,0.04466019417475728,0.04271844660194175,0.02912621359223301,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
1,3,8,14,113,85,1,19971211,0.5786407766990291,0.038834951456310676,0.04660194174757282,0.04466019417475728,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
1,1,23,0,0,0,0,20080204,0.12427184466019417,0.027184466019417475,0.02912621359223301,0.031067961165048542,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.005825242718446602
2,5,41,3,23,30,1,20040402,0.015533980582524271,0.017475728155339806,0.02524271844660194,0.04271844660194175,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.001941747572815534,0.003883495145631068
1,8,29,25,-191,168,0,20190202,0.5786407766990291,0.03495145631067961,0.03300970873786408,0.027184466019417475,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.007766990291262136,0.003883495145631068
3,0,30,10,105,23,0,20061124,0.009708737864077669,0.038834951456310676,0.02524271844660194,0.040776699029126215,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.001941747572815534,0.001941747572815534,0.003883495145631068
2,8,28,9,89,41,0,20061210,0.015533980582524271,0.038834951456310676,0.036893203883495145,0.04466019417475728,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
2,4,39,23,-232,7,0,20050326,0.5786407766990291,0.04271844660194175,0.03300970873786408,0.04466019417475728,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
1,0,43,24,-172,179,1,20140129,0.5786407766990291,0.015533980582524271,0.036893203883495145,0.013592233009708738,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.003883495145631068
1,6,43,1,11,9,0,20020416,0.12427184466019417,0.05048543689320388,0.027184466019417475,0.04271844660194175,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
3,0,0,0,0,0,1,20040412,0.12427184466019417,0.038834951456310676,0.03495145631067961,0.040776699029126215,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.001941747572815534,0.005825242718446602
2,7,53,9,-34,90,0,20160305,0.007766990291262136,0.017475728155339806,0.036893203883495145,0.013592233009708738,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
3,0,4,15,111,113,0,20130327,0.5786407766990291,0.05048543689320388,0.02524271844660194,0.04271844660194175,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
2,0,57,2,-23,1,0,20121116,0.013592233009708738,0.05048543689320388,0.04271844660194175,0.04271844660194175,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.001941747572815534,0.003883495145631068
2,3,16,0,0,0,1,20021030,0.12427184466019417,0.02524271844660194,0.031067961165048542,0.036893203883495145,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.003883495145631068,0.003883495145631068,0.001941747572815534
4,7,26,27,168,221,1,20181125,0.019417475728155338,0.017475728155339806,0.011650485436893204,0.02330097087378641,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
1,8,23,0,0,0,1,20071110,0.007766990291262136,0.03300970873786408,0.04271844660194175,0.04271844660194175,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.007766990291262136,0.001941747572815534
1,2,39,25,-116,228,0,20121221,0.5786407766990291,0.027184466019417475,0.036893203883495145,0.040776699029126215,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.005825242718446602,0.001941747572815534
1,2,16,9,-28,95,1,20030129,0.015533980582524271,0.04660194174757282,0.04271844660194175,0.04660194174757282,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
2,10,28,15,110,109,1,20041106,0.5786407766990291,0.040776699029126215,0.027184466019417475,0.04466019417475728,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
2,2,33,24,6,242,1,20161130,0.5786407766990291,0.031067961165048542,0.036893203883495145,0.02524271844660194,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
3,6,51,26,-149,216,0,19991110,0.5786407766990291,0.040776699029126215,0.04660194174757282,0.04271844660194175,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.007766990291262136,0.003883495145631068
1,6,19,12,122,13,0,20160120,0.015533980582524271,0.021359223300970873,0.02330097087378641,0.02912621359223301,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.001941747572815534,0.007766990291262136,0.001941747572815534
1,6,29,1,-6,18,1,20160305,0.12427184466019417,0.038834951456310676,0.036893203883495145,0.04466019417475728,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.003883495145631068
2,9,16,0,0,0,0,20020304,0.05631067961165048,0.038834951456310676,0.02912621359223301,0.040776699029126215,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.001941747572815534,0.003883495145631068
1,6,25,12,-127,0,0,20121102,0.5786407766990291,0.031067961165048542,0.011650485436893204,0.02912621359223301,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.001941747572815534,0.003883495145631068,0.003883495145631068
4,9,42,0,0,1,1,20170319,0.005825242718446602,0.04660194174757282,0.04271844660194175,0.04660194174757282,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.001941747572815534,0.007766990291262136
2,8,34,2,0,25,0,20140414,0.12427184466019417,0.038834951456310676,0.019417475728155338,0.02912621359223301,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.001941747572815534,0.003883495145631068
3,7,1,2,19,8,0,20160408,0.12427184466019417,0.017475728155339806,0.021359223300970873,0.013592233009708738,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.003883495145631068
4,10,59,15,-143,57,0,19990217,0.5786407766990291,0.04271844660194175,0.03300970873786408,0.031067961165048542,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
2,4,45,25,42,252,1,20120105,0.5786407766990291,0.038834951456310676,0.036893203883495145,0.027184466019417475,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.005825242718446602,0.003883495145631068
1,10,16,16,167,-13,0,20020316,0.5786407766990291,0.038834951456310676,0.03300970873786408,0.04271844660194175,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.003883495145631068
3,3,33,0,0,0,1,20061222,0.005825242718446602,0.03300970873786408,0.04271844660194175,0.038834951456310676,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.001941747572815534,0.003883495145631068
1,9,13,25,203,148,1,20011031,0.5786407766990291,0.027184466019417475,0.02912621359223301,0.038834951456310676,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.005825242718446602
4,5,59,14,148,23,0,20040217,0.5786407766990291,0.021359223300970873,0.027184466019417475,0.04271844660194175,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.001941747572815534,0.009708737864077669,0.001941747572815534
2,3,18,9,98,5,0,19991103,0.02912621359223301,0.005825242718446602,0.04271844660194175,0.009708737864077669,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.001941747572815534,0.007766990291262136,0.007766990291262136
3,7,33,19,-136,140,0,20180212,0.019417475728155338,0.031067961165048542,0.02524271844660194,0.036893203883495145,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
1,8,42,0,0,0,1,20070119,0.12427184466019417,0.04660194174757282,0.03495145631067961,0.04660194174757282,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.003883495145631068,0.007766990291262136,0.003883495145631068
4,0,32,24,-8,247,1,20050327,0.5786407766990291,0.027184466019417475,0.036893203883495145,0.040776699029126215,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
4,6,53,1,-5,15,0,20200110,0.05631067961165048,0.021359223300970873,0.027184466019417475,0.013592233009708738,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
3,8,3,0,0,1,1,20160307,0.003883495145631068,0.04660194174757282,0.02524271844660194,0.019417475728155338,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.011650485436893204
1,9,19,0,0,0,1,20050227,0.007766990291262136,0.027184466019417475,0.036893203883495145,0.04466019417475728,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
1,8,22,24,179,171,0,20070318,0.5786407766990291,0.02330097087378641,0.027184466019417475,0.019417475728155338,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
3,1,8,24,105,224,0,20130308,0.5786407766990291,0.040776699029126215,0.04660194174757282,0.04466019417475728,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.005825242718446602
4,3,1,24,-70,235,0,19990402,0.5786407766990291,0.05048543689320388,0.04660194174757282,0.04271844660194175,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
4,6,20,22,225,-3,0,20040402,0.5786407766990291,0.03300970873786408,0.04271844660194175,0.04466019417475728,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
3,2,53,17,176,-2,0,20140303,0.5786407766990291,0.036893203883495145,0.011650485436893204,0.021359223300970873,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.003883495145631068
1,0,49,19,87,169,0,19980320,0.5786407766990291,0.036893203883495145,0.03495145631067961,0.009708737864077669,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
1,5,29,9,90,33,0,20040324,0.02912621359223301,0.019417475728155338,0.031067961165048542,0.019417475728155338,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.001941747572815534,0.007766990291262136,0.001941747572815534
2,3,32,24,119,210,0,20151120,0.5786407766990291,0.019417475728155338,0.031067961165048542,0.021359223300970873,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.003883495145631068
3,2,18,7,73,12,0,20121215,0.02912621359223301,0.017475728155339806,0.021359223300970873,0.04271844660194175,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
2,2,41,15,122,95,1,20160309,0.015533980582524271,0.019417475728155338,0.04271844660194175,0.021359223300970873,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
4,11,25,16,-43,163,1,20071126,0.5786407766990291,0.031067961165048542,0.036893203883495145,0.036893203883495145,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
1,4,15,23,42,229,0,19990214,0.5786407766990291,0.031067961165048542,0.036893203883495145,0.02912621359223301,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.005825242718446602
1,6,37,23,-230,0,1,20031219,0.5786407766990291,0.019417475728155338,0.031067961165048542,0.040776699029126215,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.005825242718446602,0.001941747572815534
2,3,38,27,-81,258,0,20191122,0.5786407766990291,0.03495145631067961,0.031067961165048542,0.02912621359223301,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
1,0,34,3,-37,15,0,20011114,0.5786407766990291,0.03495145631067961,0.031067961165048542,0.027184466019417475,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.007766990291262136
3,6,19,0,0,0,1,20040120,0.05631067961165048,0.03495145631067961,0.02524271844660194,0.031067961165048542,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.005825242718446602,0.005825242718446602
4,7,45,17,-164,63,1,19991112,0.5786407766990291,0.040776699029126215,0.04271844660194175,0.021359223300970873,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
3,9,56,25,-117,225,1,20181223,0.5786407766990291,0.027184466019417475,0.04271844660194175,0.031067961165048542,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.005825242718446602,0.001941747572815534
4,10,43,18,-189,7,1,20001129,0.5786407766990291,0.03495145631067961,0.04271844660194175,0.04854368932038835,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.003883495145631068
4,1,35,1,-10,6,1,20131113,0.015533980582524271,0.027184466019417475,0.02912621359223301,0.04271844660194175,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
4,8,3,25,57,246,0,20171119,0.5786407766990291,0.036893203883495145,0.04660194174757282,0.021359223300970873,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
1,3,51,6,57,26,0,20191221,0.007766990291262136,0.027184466019417475,0.02912621359223301,0.02912621359223301,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.003883495145631068
2,5,32,16,-162,-12,0,20000325,0.5786407766990291,0.021359223300970873,0.02330097087378641,0.04854368932038835,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.005825242718446602,0.003883495145631068
1,9,0,25,154,204,1,20021031,0.5786407766990291,0.040776699029126215,0.031067961165048542,0.04466019417475728,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.001941747572815534,0.005825242718446602,0.001941747572815534
2,1,43,10,-25,101,1,20180403,0.019417475728155338,0.031067961165048542,0.036893203883495145,0.036893203883495145,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
4,7,27,12,-127,23,1,20090609,0.007766990291262136,0.04466019417475728,0.04271844660194175,0.04271844660194175,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.001941747572815534,0.001941747572815534,0.001941747572815534
4,9,33,0,-4,9,1,20101118,0.005825242718446602,0.05048543689320388,0.04271844660194175,0.04271844660194175,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
3,0,20,4,47,5,0,20171117,0.05631067961165048,0.031067961165048542,0.011650485436893204,0.02912621359223301,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
1,5,51,22,225,33,1,20160411,0.5786407766990291,0.031067961165048542,0.02524271844660194,0.036893203883495145,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.003883495145631068
4,0,12,27,-96,254,1,20161129,0.5786407766990291,0.015533980582524271,0.009708737864077669,0.04271844660194175,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
4,0,57,21,-18,214,1,19971121,0.5786407766990291,0.021359223300970873,0.031067961165048542,0.02524271844660194,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
3,10,29,16,113,116,0,20141226,0.5786407766990291,0.04271844660194175,0.03300970873786408,0.027184466019417475,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.003883495145631068
3,9,52,9,21,90,0,20191106,0.019417475728155338,0.02524271844660194,0.031067961165048542,0.02912621359223301,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
3,6,53,24,243,36,0,20151225,0.5786407766990291,0.04466019417475728,0.04271844660194175,0.040776699029126215,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
1,8,51,0,0,0,1,20011207,0.013592233009708738,0.005825242718446602,0.02524271844660194,0.001941747572815534,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
4,10,15,5,58,11,0,20141105,0.5786407766990291,0.040776699029126215,0.04271844660194175,0.04271844660194175,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.005825242718446602,0.003883495145631068
2,3,30,14,-141,-16,0,20060121,0.5786407766990291,0.017475728155339806,0.03300970873786408,0.02912621359223301,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
4,10,34,24,154,194,0,20060124,0.5786407766990291,0.05048543689320388,0.04271844660194175,0.04271844660194175,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
2,6,23,14,143,13,0,20050103,0.5786407766990291,0.03495145631067961,0.03495145631067961,0.040776699029126215,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.001941747572815534,0.005825242718446602,0.001941747572815534
2,6,29,0,0,0,1,20010317,0.12427184466019417,0.038834951456310676,0.019417475728155338,0.04271844660194175,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.005825242718446602,0.001941747572815534
4,5,49,0,0,0,0,20060226,0.05631067961165048,0.03495145631067961,0.03495145631067961,0.027184466019417475,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
4,9,37,0,0,0,0,20041117,0.05631067961165048,0.02912621359223301,0.03495145631067961,0.009708737864077669,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.001941747572815534,0.003883495145631068
1,4,34,18,118,148,0,20050226,0.5786407766990291,0.03300970873786408,0.03300970873786408,0.04271844660194175,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.001941747572815534,0.011650485436893204,0.001941747572815534
4,9,56,0,0,0,1,20081114,0.015533980582524271,0.017475728155339806,0.021359223300970873,0.02912621359223301,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.007766990291262136,0.001941747572815534
1,7,51,20,143,143,0,19980224,0.5786407766990291,0.005825242718446602,0.03495145631067961,0.009708737864077669,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
4,1,46,24,-240,41,0,20051104,0.5786407766990291,0.02524271844660194,0.04271844660194175,0.019417475728155338,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.005825242718446602,0.003883495145631068
2,4,0,13,121,57,0,20020105,0.5786407766990291,0.038834951456310676,0.036893203883495145,0.027184466019417475,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.001941747572815534,0.003883495145631068,0.011650485436893204
3,8,43,12,-106,63,1,20200109,0.019417475728155338,0.040776699029126215,0.04271844660194175,0.04466019417475728,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.001941747572815534,0.005825242718446602,0.001941747572815534
3,10,58,0,0,0,1,20070324,0.05631067961165048,0.027184466019417475,0.036893203883495145,0.04854368932038835,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.001941747572815534,0.003883495145631068
3,10,44,25,-187,169,1,20001202,0.5786407766990291,0.03495145631067961,0.031067961165048542,0.031067961165048542,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.003883495145631068,0.003883495145631068,0.003883495145631068
2,0,2,23,-237,-31,1,20151206,0.5786407766990291,0.017475728155339806,0.011650485436893204,0.038834951456310676,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.005825242718446602
1,11,25,0,0,0,1,20071123,0.013592233009708738,0.038834951456310676,0.02912621359223301,0.040776699029126215,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
1,9,10,18,-119,141,1,19980410,0.5786407766990291,0.05048543689320388,0.04271844660194175,0.04271844660194175,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.007766990291262136
3,7,33,5,-5,58,0,20190323,0.5786407766990291,0.017475728155339806,0.02524271844660194,0.036893203883495145,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
