Game ID,Game Event ID,Player ID,Player Name,Team ID,Team Name,Period,Minutes Remaining,Seconds Remaining,Action Type,Shot Type,Shot Zone Basic,Shot Zone Area,Shot Zone Range,Shot Distance,X Location,Y Location,Shot Made Flag,Game Date,Home Team,Away Team,Season Type
29700801,453,239,Darrick Martin,1610612746,Los Angeles Clippers,4,1,54,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,117,250,0,19980225,LAC,PHI,Regular Season
21100719,124,201956,Omri Casspi,1610612739,Cleveland Cavaliers,1,0,24,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-223,44,0,20120325,CLE,PHX,Regular Season
21900246,267,1627788,Furkan Korkmaz,1610612755,Philadelphia 76ers,2,5,22,Jump Bank Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-181,199,0,20191125,TOR,PHI,Regular Season
20800256,69,1713,Vince Carter,1610612751,New Jersey Nets,1,2,46,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20081202,NJN,WAS,Regular Season
20200245,140,2470,Smush Parker,1610612739,Cleveland Cavaliers,2,9,8,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-102,105,1,20021202,NYK,CLE,Regular Season
20200201,29,1899,James Posey,1610612743,Denver Nuggets,1,8,16,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-38,46,0,20021126,DEN,SAS,Regular Season
20800046,296,2590,Mo Williams,1610612739,Cleveland Cavaliers,3,10,2,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,132,170,1,20081103,DAL,CLE,Regular Season
21600172,43,203496,Robert Covington,1610612755,Philadelphia 76ers,1,6,18,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-207,129,0,20161117,MIN,PHI,Regular Season
20800787,8,101145,Monta Ellis,1610612744,Golden State Warriors,1,11,2,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,144,45,0,20090212,GSW,POR,Regular Season
21000586,64,201572,Brook Lopez,1610612751,New Jersey Nets,1,7,10,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,26,26,1,20110114,LAL,NJN,Regular Season
21600885,560,203092,Tyler Zeller,1610612738,Boston Celtics,4,2,31,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,7,1,20170227,BOS,ATL,Regular Season
20100451,45,2260,Jarron Collins,1610612762,Utah Jazz,1,6,37,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20020104,MIN,UTA,Regular Season
21500579,279,202498,Lance Thomas,1610612752,New York Knicks,3,7,34,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,27,149,0,20160113,BKN,NYK,Regular Season
