Game ID,Game Event ID,Player ID,Player Name,Team ID,Team Name,Period,Minutes Remaining,Seconds Remaining,Action Type,Shot Type,Shot Zone Basic,Shot Zone Area,Shot Zone Range,Shot Distance,X Location,Y Location,Shot Made Flag,Game Date,Home Team,Away Team,Season Type
21600552,544,202338,Kevin Seraphin,1610612754,Indiana Pacers,4,0,43,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,22,84,213,0,20170107,IND,NYK,Regular Season
21300486,54,201971,DeJuan Blair,1610612742,Dallas Mavericks,1,6,10,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-149,31,0,20140103,DAL,LAC,Regular Season
21801059,24,200755,JJ Redick,1610612755,Philadelphia 76ers,1,9,52,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-163,190,1,20190319,CHA,PHI,Regular Season
20700052,285,978,Peja Stojakovic,1610612740,New Orleans Hornets,3,8,14,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,10,0,20071106,LAL,NOH,Regular Season
20200775,226,1890,Shawn Marion,1610612756,Phoenix Suns,2,0,7,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,174,5,0,20030219,PHX,HOU,Regular Season
29800629,335,760,Jerome Kersey,1610612759,San Antonio Spurs,4,10,30,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,175,81,0,19990424,SAS,LAL,Regular Season
20100669,29,1499,Tony Battie,1610612738,Boston Celtics,1,7,15,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,129,11,1,20020203,BOS,LAC,Regular Season
20600613,150,2411,Bostjan Nachbar,1610612751,New Jersey Nets,2,8,18,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,222,100,0,20070122,SAC,NJN,Regular Season
20501007,373,686,Antonio McDyess,1610612765,Detroit Pistons,4,5,36,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,21,-202,59,1,20060322,DET,MIA,Regular Season
21600714,237,1627741,Buddy Hield,1610612740,New Orleans Pelicans,3,11,21,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,19,7,0,20170129,NOP,WAS,Regular Season
21100586,187,202083,Wesley Matthews,1610612757,Portland Trail Blazers,2,3,11,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,237,15,0,20120309,BOS,POR,Regular Season
21000654,116,201583,Ryan Anderson,1610612753,Orlando Magic,1,0,21,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-163,183,0,20110124,ORL,DET,Regular Season
21600261,78,200755,JJ Redick,1610612746,LA Clippers,1,3,7,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,14,242,1,20161129,BKN,LAC,Regular Season
20201033,299,89,Nick Van Exel,1610612742,Dallas Mavericks,3,3,16,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,22,-205,84,0,20030326,LAC,DAL,Regular Season
20500843,449,2240,Gilbert Arenas,1610612764,Washington Wizards,4,2,14,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,13,0,20060301,WAS,IND,Regular Season
20600736,220,2046,Desmond Mason,1610612740,New Orleans/Oklahoma City Hornets,3,11,15,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20070208,NOK,MIL,Regular Season
29900779,214,1722,Michael Dickerson,1610612763,Vancouver Grizzlies,2,0,22,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-197,158,0,20000224,VAN,BOS,Regular Season
