Game ID,Game Event ID,Player ID,Player Name,Team ID,Team Name,Period,Minutes Remaining,Seconds Remaining,Action Type,Shot Type,Shot Zone Basic,Shot Zone Area,Shot Zone Range,Shot Distance,X Location,Y Location,Shot Made Flag,Game Date,Home Team,Away Team,Season Type
20100819,20,703,Kurt Thomas,1610612752,New York Knicks,1,9,7,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,157,-13,1,20020228,MIA,NYK,Regular Season
21001174,131,201959,Taj Gibson,1610612741,Chicago Bulls,2,9,40,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,23,126,1,20110407,CHI,BOS,Regular Season
20800466,80,2755,Kevin Martin,1610612758,Sacramento Kings,1,4,31,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,176,20,1,20081230,SAC,LAC,Regular Season
21900966,517,202355,Hassan Whiteside,1610612757,Portland Trail Blazers,4,8,30,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,3,25,1,20200310,POR,PHX,Regular Season
21800468,108,200826,J.J. Barea,1610612742,Dallas Mavericks,1,3,8,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,81,185,1,20181220,LAC,DAL,Regular Season
20700816,72,2679,Matt Carroll,1610612766,Charlotte Bobcats,1,3,36,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,21,-26,214,1,20080223,WAS,CHA,Regular Season
20400895,291,977,Kobe Bryant,1610612747,Los Angeles Lakers,3,2,37,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20050308,LAL,LAC,Regular Season
20600824,103,200794,Paul Millsap,1610612762,Utah Jazz,1,1,38,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20070223,DEN,UTA,Regular Season
21900102,138,201609,Goran Dragic,1610612748,Miami Heat,1,1,0,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,19,1,20191105,DEN,MIA,Regular Season
21600118,90,202355,Hassan Whiteside,1610612748,Miami Heat,1,2,15,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,16,0,20161110,MIA,CHI,Regular Season
20900794,314,201580,JaVale McGee,1610612764,Washington Wizards,3,11,39,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,13,74,0,20100217,WAS,MIN,Regular Season
21600659,272,201588,George Hill,1610612762,Utah Jazz,3,8,41,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,46,43,1,20170121,UTA,IND,Regular Season
21500702,91,1717,Dirk Nowitzki,1610612742,Dallas Mavericks,1,0,26,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,235,-19,0,20160129,DAL,BKN,Regular Season
29900386,392,317,John Starks,1610612744,Golden State Warriors,4,8,1,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-160,141,0,19991226,PHX,GSW,Regular Season
21701043,106,202066,Garrett Temple,1610612758,Sacramento Kings,1,2,47,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-125,174,0,20180317,UTA,SAC,Regular Season
20800580,385,101146,Roko Ukic,1610612761,Toronto Raptors,3,3,13,Running Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-34,17,0,20090116,IND,TOR,Regular Season
20500160,431,101132,Linas Kleiza,1610612743,Denver Nuggets,4,2,58,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20051123,DET,DEN,Regular Season
29800524,337,957,Todd Fuller,1610612762,Utah Jazz,4,11,28,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,19990411,UTA,HOU,Regular Season
20301127,78,1716,Larry Hughes,1610612764,Washington Wizards,1,4,12,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-237,-3,1,20040407,MIL,WAS,Regular Season
21200323,442,2730,Dwight Howard,1610612747,Los Angeles Lakers,4,6,53,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,11,1,20121213,NYK,LAL,Regular Season
20100380,359,722,Corliss Williamson,1610612765,Detroit Pistons,4,7,30,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-58,68,1,20011222,SEA,DET,Regular Season
29700271,283,689,Theo Ratliff,1610612765,Detroit Pistons,3,7,21,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971209,DET,DEN,Regular Season
20200082,64,1733,Al Harrington,1610612754,Indiana Pacers,1,4,54,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,0,1,20021109,IND,TOR,Regular Season
41200131,354,201228,C.J. Watson,1610612751,Brooklyn Nets,4,9,45,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,29,22,0,20130420,BKN,CHI,Playoffs
21000930,239,201933,Blake Griffin,1610612746,Los Angeles Clippers,2,3,57,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,13,222,0,20110305,LAC,DEN,Regular Season
21900481,59,1627854,Bryn Forbes,1610612759,San Antonio Spurs,1,6,47,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-161,201,0,20191228,SAS,DET,Regular Season
20301154,350,2562,Sasha Pavlovic,1610612762,Utah Jazz,4,9,12,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-235,56,0,20040410,UTA,HOU,Regular Season
21900808,561,1628365,Markelle Fultz,1610612753,Orlando Magic,4,4,40,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,6,1,20200212,ORL,DET,Regular Season
21900110,352,203497,Rudy Gobert,1610612762,Utah Jazz,3,8,59,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,0,20191106,UTA,PHI,Regular Season
20300640,389,2565,Zoran Planinic,1610612751,New Jersey Nets,4,10,22,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,23,0,20040127,PHI,NJN,Regular Season
20900713,426,2557,Luke Ridnour,1610612749,Milwaukee Bucks,4,7,38,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,152,197,1,20100202,ORL,MIL,Regular Season
40900125,54,2207,Joe Johnson,1610612737,Atlanta Hawks,1,5,22,Driving Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,20,30,0,20100428,ATL,MIL,Playoffs
20300281,308,2203,Shane Battier,1610612763,Memphis Grizzlies,3,1,12,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,0,0,20031207,MEM,POR,Regular Season
21500041,461,2548,Dwyane Wade,1610612748,Miami Heat,4,7,16,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-63,7,0,20151101,MIA,HOU,Regular Season
21900734,61,101107,Marvin Williams,1610612766,Charlotte Hornets,1,5,13,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-151,229,0,20200201,SAS,CHA,Regular Season
21801118,100,1626172,Kevon Looney,1610612744,Golden State Warriors,1,4,1,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,-3,1,20190327,MEM,GSW,Regular Season
21001226,137,202379,Jeremy Evans,1610612762,Utah Jazz,2,9,43,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,7,1,20110413,UTA,DEN,Regular Season
